,road,km,type,model_type,name,length,condition,lat,lon,intersec_to
8268,Z1040,16.48,sink,sink,sink,0.0,,22.220666,91.9090556,
8269,Z1041,0.0,source,source,source,0.0,,23.4669716,91.1634722,
8270,Z1041,0.357,Arch Masonry,bridge,SHASUGACHHA CULVERT,3.65,A,23.4698753314917,91.1630065220994,
8271,Z1041,0.973,Arch Masonry,bridge,ARCH CULVERT,1.0,C,23.47536941442,91.1630266235109,
8272,Z1041,1.237,Slab Culvert,bridge,ARAIURA CULVERT,1.0,A,23.4758251168478,91.1609883763586,
8273,Z1041,1.363,Arch Masonry,bridge,ARAIURA CULVERT,1.0,C,23.4759392701086,91.1599041258152,
8274,Z1041,2.386,Baily with Steel Deck,bridge,PALPARA BRIDGE,119.5,C,23.4840850902313,91.1576939719794,
8275,Z1041,4.073,Box Culvert,bridge,BHAROSAR CULVERT,3.0,A,23.498863668421,91.1554760982456,
8276,Z1041,4.805,RCC Girder Bridge,bridge,BHAROSAR BRIDGE,6.0,C,23.503808874663,91.1515041501347,
8277,Z1041,5.513,Box Culvert,bridge,BHARASAR BAZAR CULVERT,6.0,A,23.507544297327,91.1460673410377,
8278,Z1041,6.564,Box Culvert,bridge,ECHHAPUR CULVERT,3.0,A,23.5135771183673,91.1393987265306,
8279,Z1041,7.338,Box Culvert,bridge,KHARATAYA CULVERT,6.0,A,23.5201101699398,91.1373919166332,
8280,Z1041,8.296,Box Culvert,bridge,KHA RATAYA CULVERT,16.1,A,23.5283539021276,91.135501687234,
8281,Z1041,8.928,Slab Culvert,bridge,KHARA TAYA CULVERT,1.5,A,23.5317370412408,91.1312164744525,
8282,Z1041,9.092,RCC Girder Bridge,bridge,KHATAYA BRIDGE,5.4,C,23.5319531740875,91.1296868452554,
8283,Z1041,10.553,Baily with Steel Deck,bridge,DIGLICHAR BRIDGE,15.0,A,23.5444959357908,91.1290095765415,
8284,Z1041,10.796,Slab Culvert,bridge,BURICHANG SUBMARG,1.0,A,23.5466424059405,91.1285942277227,
8285,Z1041,11.887,Slab Culvert,bridge,BURICHANG,4.5,D,23.5556637260563,91.1264612211267,
8286,Z1041,12.177,Truss with Steel Deck,bridge,BURICHANG,12.0,D,23.5581025190476,91.1257380904761,
8287,Z1041,13.258,Box Culvert,bridge,BURICNANG,1.9,A,23.5676371435797,91.1246384019455,
8288,Z1041,13.78,Box Culvert,bridge,PURNOMAITI,4.4,B,23.5721713427983,91.124789692181,
8289,Z1041,14.508,Box Culvert,bridge,BAGAN BARI,6.0,A,23.5770859935967,91.1208088570844,
8290,Z1041,15.093,RCC Girder Bridge,bridge,PURNOMATI,10.5,C,23.581566515625,91.118736228125,
8291,Z1041,17.454,Baily with Steel Deck,bridge,SHAHEBABAE,14.3,C,23.6003309215311,91.1104265696172,
8292,Z1041,19.381,RCC Girder Bridge,bridge,BRAMMON PARA,6.0,C,23.61567184031,91.1063896465116,
8293,Z1041,21.216,RCC Girder Bridge,bridge,KOLPOBUS BRIDGE,6.0,B,23.6316600748872,91.1078148593984,
8294,Z1041,21.617,RCC Girder Bridge,bridge,KOIPOBUS BRIDGE,4.5,D,23.6352565376811,91.1077267736231,
8295,Z1041,22.042,Box Culvert,bridge,BORODOSIA CULVERT,12.5,A,23.6385904624489,91.1076221216326,
8296,Z1041,22.574,RCC Girder Bridge,bridge,DAGAES BRIDGE,24.8,D,23.6430022255813,91.1071963906976,
8297,Z1041,22.866,RCC Girder Bridge,bridge,BORODOSIA BRIDGE,6.0,D,23.6454205634178,91.1067930076101,
8298,Z1041,23.375,Box Culvert,bridge,BORODOSUA CULVERT,6.0,C,23.6498002739652,91.1058302568758,
8299,Z1041,24.139,Box Culvert,bridge,SABUGPARA CULVERT,10.3,C,23.6563314515711,91.1043716813308,
8300,Z1041,24.685,Baily with Steel Deck,bridge,CHARIPARA BRIDGE,16.0,B,23.6608571005102,91.1027035321428,
8301,Z1041,25.955,RCC Girder Bridge,bridge,Chalnatana Bridge,30.4,A,23.6718313499999,91.1005515063596,
8302,Z1041,27.22,Baily with Steel Deck,bridge,CHANDULA BRIDGE,21.3,B,23.6825270756533,91.0980067130673,
8303,Z1041,28.602,Baily with Steel Deck,bridge,BARARI BRIDGE,21.3,D,23.6911442377,91.0913124877,
8304,Z1041,28.971,Baily with Steel Deck,bridge,BARANI BRIDGE,21.3,C,23.6938245393574,91.0900553493975,
8305,Z1041,30.379,Baily with Steel Deck,bridge,SHATSAIA BRIDGE,9.0,A,23.704510027987,91.0854433558665,
8306,Z1041,30.504,RCC Girder Bridge,bridge,SHA+SA1A BRIDGE,6.0,B,23.7054257841765,91.0852228364908,
8307,Z1041,30.612,Box Culvert,bridge,SHA+AHA1A,3.0,A,23.7062169975242,91.0850323077502,
8308,Z1041,30.858,Box Culvert,bridge,SHA+SHA CULVERT,6.0,A,23.7067780376068,91.0832172376068,
8309,Z1041,31.532,RCC Girder Bridge,bridge,SHATSALA BRIDGE,35.75,C,23.7077011037234,91.0773827457446,
8310,Z1041,32.771,Box Culvert,bridge,MIRPUR CULVERT,3.0,A,23.710403246798,91.0674569477832,
8311,Z1041,33.149,Box Culvert,bridge,MIRPUR BUS STAND,12.5,B,23.7124806536363,91.0658224997727,
8312,Z1041,33.592,sink,sink,sink,0.0,,23.7142222,91.0625278,
8313,Z1042,0.0,source,source,source,0.0,,23.5126389,90.871416,
8314,Z1042,1.009,Box Culvert,bridge,KADOMORE,29.1,B,23.5212493,90.8739716,
8315,Z1042,2.275,RCC Girder Bridge,bridge,Bupchipara Bridge,21.4,C,23.5319207694,90.8721162474,
8316,Z1042,3.125,RCC Girder Bridge,bridge,Burianga bari Bridge,7.0,C,23.5379986419847,90.8710870938931,
8317,Z1042,3.736,Slab Culvert,bridge,BABUTI PARA SLAB CULVERT,2.7,B,23.5435491003452,90.8712112355581,
8318,Z1042,3.894,Box Culvert,bridge,BAPUTI PARA BOX CULVERT,8.9,C,23.5449834276179,90.871201144649,
8319,Z1042,4.276,Slab Culvert,bridge,BAPUTI PARA SLAB CULVERT,4.3,D,23.5482499099277,90.8706583059566,
8320,Z1042,5.808,Slab Culvert,bridge,GUNRA CULVERT,3.5,A,23.5613125498886,90.8707158924276,
8321,Z1042,6.092,Slab Culvert,bridge,TAZPUR SLABCULVERT,4.7,B,23.5636186252475,90.8717618183168,
8322,Z1042,6.645,Slab Culvert,bridge,GUNRA CULVERT,3.7,B,23.5676691572178,90.8714577446194,
8323,Z1042,7.266,Slab Culvert,bridge,PANTICUNERT,4.5,B,23.5723881263803,90.8688846939877,
8324,Z1042,7.349,RCC Girder Bridge,bridge,PAHARPUR BRIDGE,13.3,C,23.573069897546,90.8686951484662,
8325,Z1042,9.128,RCC Girder Bridge,bridge,Urisshor Bridge,7.4,C,23.5878041709,90.8703432791,
8326,Z1042,9.95,Slab Culvert,bridge,BASHKAYT CUVERT,4.5,B,23.5950879951,90.8698409549,
8327,Z1042,10.689,RCC Girder Bridge,bridge,Samsulpur Bridge,12.0,C,23.6016176479999,90.868841544,
8328,Z1042,11.31,RCC Girder Bridge,bridge,KISNOPUR BRIDGE,7.3,C,23.6065903915254,90.8673152406779,
8329,Z1042,11.785,RCC Girder Bridge,bridge,KISNOPUR BRIDGE,7.3,C,23.6096551332541,90.8683263387173,
8330,Z1042,12.96,RCC Girder Bridge,bridge,KISNOPUR BAZAR BRIDGE,7.4,A,23.6195273294,90.8676425878,
8331,Z1042,15.115,RCC Girder Bridge,bridge,PORONTOLA BRIDGE,7.0,A,23.6353153675496,90.8759149798013,
8332,Z1042,16.078,RCC Girder Bridge,bridge,KOROMTOLA BRIDGE,10.0,C,23.6338654166666,90.8850968833333,
8333,Z1042,16.443,RCC Girder Bridge,bridge,Gaytoly Bridge,10.0,C,23.6332666245733,90.8885409296928,
8334,Z1042,17.315,RCC Girder Bridge,bridge,NOLCHOMONY RCC GIDER BRIDGE,10.0,B,23.6304068802841,90.8964165690941,
8335,Z1042,18.648,Baily with Steel Deck,bridge,Bhobongur Bridge,77.5,D,23.625794132258,90.9085143612903,
8336,Z1042,19.551,Slab Culvert,bridge,MITALY PARA,4.0,A,23.620850025625,90.915392493125,
8337,Z1042,20.182,Box Culvert,bridge,MADHA PARA CULVERT,3.0,A,23.6192090807017,90.9213872643274,
8338,Z1042,20.634,RCC Girder Bridge,bridge,MADHU NAGAR BRIDGE,6.5,A,23.6194625550239,90.9252879904306,
8339,Z1042,21.562,RCC Girder Bridge,bridge,KARIMPUR RCC GIDER BRIDGE,6.5,B,23.6227104427586,90.9310793917241,
8340,Z1042,22.147,Truss with Steel Deck,bridge,KARIMPUR BAILEY WITH STEEL DECK,30.0,D,23.627827114,90.931662076,
8341,Z1042,23.429,Box Culvert,bridge,NIMOPUR CULVERT,3.0,B,23.6382412096875,90.9308137875,
8342,Z1042,24.315,RCC Bridge,bridge,NOYAGOR RCC GIDER BRIDGE,6.5,D,23.6455134772442,90.929640840501,
8343,Z1042,25.086,Baily with Steel Deck,bridge,KAMALA BAILEY WITH STEEL DECK,39.0,D,23.6516925707983,90.9278416443277,
8344,Z1042,25.34,Slab Culvert,bridge,KAMALLA,4.0,D,23.653871958,90.927256857,
8345,Z1042,25.715,RCC Girder Bridge,bridge,KAMALL,10.0,D,23.6570281829999,90.9259964445,
8346,Z1042,26.922,Truss with Steel Deck,bridge,KAMILLA BRIDGE,42.0,C,23.6665735833684,90.9199894610526,
8347,Z1042,27.607,Box Culvert,bridge,DAMURIA,4.5,A,23.67234655,90.92101325,
8348,Z1042,28.493,RCC Girder Bridge,bridge,DAMURIA BRIDGE,14.5,A,23.6794070100436,90.9179907445414,
8349,Z1042,29.183,RCC Girder Bridge,bridge,BARKA BAZ BRIDGE,14.0,B,23.6836202725239,90.9133291530351,
8350,Z1042,31.775,RCC Girder Bridge,bridge,Shalpa Bridge,36.6,A,23.7020744192616,90.8992157733547,
8351,Z1042,48.195,sink,sink,sink,0.0,,23.7812493,90.8287493,
8352,Z1043,0.0,source,source,source,0.0,,23.7775549,90.7948608,
8353,Z1043,0.255,PC Girder Bridge,bridge,Homna-Bancharam pur Bridge,216.97,B,23.7760723418604,90.7959315458471,
8354,Z1043,2.502,Box Culvert,bridge,RADHANA GAR BOX COULVERT,3.0,C,23.76015002,90.79921356,
8355,Z1043,3.107,Box Culvert,bridge,RADHANAGRA BOX CULVERT,1.5,A,23.7544878790441,90.7981781367647,
8356,Z1043,3.289,Box Culvert,bridge,RADHANAGAR BOX CULVERT,6.0,C,23.7529080253676,90.7977785397058,
8357,Z1043,3.675,PC Girder Bridge,bridge,Aina Bridge,37.15,C,23.7497896980603,90.7961972202586,
8358,Z1043,3.771,Box Culvert,bridge,RHAKHA NAGAR SUBMACH,1.0,A,23.7490424911637,90.7957144478448,
8359,Z1043,4.315,Box Culvert,bridge,TADHANAGAR BOX CUVERT,4.5,C,23.7452020457142,90.7925654971428,
8360,Z1043,4.332,Baily with Steel Deck,bridge,BOROKANDA BAILEY WITH STEEL DECK,27.2,D,23.7450851148571,90.7924638565714,
8361,Z1043,5.128,Slab Culvert,bridge,BOROKANDA SUBMARGE,1.0,A,23.7404499847826,90.7878354008893,
8362,Z1043,5.339,Box Culvert,bridge,BOROKANDA BOX CULVERT,6.0,C,23.7398302869565,90.7866132897233,
8363,Z1043,5.93,Baily with Steel Deck,bridge,VODAYER KANDI BRIDGE,15.0,B,23.737474521875,90.781167725,
8364,Z1043,6.625,Baily with Steel Deck,bridge,VODAYERKAHDI BAILEY WITH STEEL DECK,25.0,C,23.7340807534288,90.7773120787103,
8365,Z1043,7.285,RCC Girder Bridge,bridge,KISHNO NAGOR BRIDGE,12.8,C,23.7299013072784,90.7754601343354,
8366,Z1043,9.288,RCC Girder Bridge,bridge,UJANCHAR BRIDGE,6.0,B,23.7166975634408,90.7732645795698,
8367,Z1043,9.619,Slab Culvert,bridge,UJANCHAR SUBMARGE,1.5,A,23.7101202505882,90.7736648564705,
8368,Z1043,10.262,RCC Girder Bridge,bridge,JAKRACHAR BRIDGE,6.0,B,23.7047830821989,90.7744492759162,
8369,Z1043,11.2,RCC Girder Bridge,bridge,BANCHAMPUR BRIDGE,9.3,C,23.7010861021021,90.7785263603603,
8370,Z1043,11.729,RCC Girder Bridge,bridge,BANIHARAMPUR BRIDGE,6.0,C,23.696831951965,90.7802769772925,
8371,Z1043,12.54,Box Culvert,bridge,BANCHARAMPUR BRIDGE,3.0,C,23.6920141256,90.7810199024,
8372,Z1043,13.684,sink,sink,sink,0.0,,23.6816104,90.7781104,
8373,Z1044,0.0,source,source,source,0.0,,23.5306938,90.7924441,
8374,Z1044,0.301,Box Culvert,bridge,HORIPUR BOX CULVERT,6.0,B,23.5280433277777,90.7929359300653,
8375,Z1044,1.149,Box Culvert,bridge,amirabad box cul,4.5,A,23.5205530439024,90.7941561384146,
8376,Z1044,1.747,Box Culvert,bridge,ETACOLA XOX CUL CULVERT,4.6,A,23.5152759963993,90.7949615081833,
8377,Z1044,2.358,RCC Girder Bridge,bridge,Mahananda Bridge,17.8,C,23.510032627027,90.7962143394594,
8378,Z1044,3.112,RCC Girder Bridge,bridge,SAISTANAGATR BRIDGE,3.6,D,23.5034917868852,90.7966841262295,
8379,Z1044,4.101,Box Culvert,bridge,MOLOBAZAR CULVERT,6.0,A,23.4956971282608,90.7978903717391,
8380,Z1044,4.3,Box Culvert,bridge,MOLOBAZAR,0.9,A,23.4956029330589,90.7994155074074,
8381,Z1044,4.823,RCC Girder Bridge,bridge,MOHAMMADPUR BRIDGE (2,7.5,A,23.4965196537722,90.8043181481481,
8382,Z1044,5.879,Box Culvert,bridge,mohammadpur box culvert,6.0,A,23.4919719,90.8098611,
8383,Z1044,6.349,Box Culvert,bridge,MOHAMMADPUR CULVERT,3.0,A,23.4855167160751,90.8103415340292,
8384,Z1044,6.607,Box Culvert,bridge,MOHAMMADPUR CULVERT,4.5,B,23.4846569511627,90.8104738476744,
8385,Z1044,7.713,Box Culvert,bridge,PIPIYA KANDI CULVERT,3.0,A,23.4763540859002,90.8103537848156,
8386,Z1044,8.348,RCC Girder Bridge,bridge,RAYPUR BRIDGE,15.0,C,23.4722647137809,90.8131377810954,
8387,Z1044,9.292,RCC Girder Bridge,bridge,ABOHANI BRIDGE,6.0,D,23.466486899435,90.8183030903954,
8388,Z1044,11.219,Box Culvert,bridge,BYAK CULVERT,6.0,A,23.4570119351648,90.8312838516483,
8389,Z1044,12.006,Box Culvert,bridge,BAYAK CULVERT,3.1,A,23.4559808767932,90.8378281620253,
8390,Z1044,12.438,Box Culvert,bridge,BAYAK CULVERT,3.0,A,23.4526499060344,90.8393268560344,
8391,Z1044,12.999,Box Culvert,bridge,BAYAK CULVERT,6.0,A,23.4479602679012,90.8409592,
8392,Z1044,13.306,Box Culvert,bridge,SORAIL CULVERT,6.0,A,23.4450433668789,90.8406166191082,
8393,Z1044,13.755,RCC Girder Bridge,bridge,Sachar Bridge,42.91,C,23.4410759758465,90.8410641697516,
8394,Z1044,14.585,RCC Girder Bridge,bridge,Southen Sachar Bridge,18.5,C,23.4358102972327,90.8438494998742,
8395,Z1044,15.584,Box Culvert,bridge,KOLAPUYA CULVERT,6.0,A,23.4274125896073,90.8452999135103,
8396,Z1044,16.022,Box Culvert,bridge,SADERPUR CULVER T,13.0,B,23.4236450939102,90.8455173676282,
8397,Z1044,16.442,Box Culvert,bridge,SADER PAR CULVERT,3.0,B,23.4198099593824,90.8457038494061,
8398,Z1044,16.938,Box Culvert,bridge,BATAPUR CULVERT,6.0,A,23.4152884953974,90.8460897464435,
8399,Z1044,18.507,Box Culvert,bridge,BATA PUR,0.8,A,23.4018001951612,90.8483055600806,
8400,Z1044,18.642,Box Culvert,bridge,TAGURIA CULVERT,12.0,A,23.400658519758,90.848604206754,
8401,Z1044,18.925,Box Culvert,bridge,PALAKAB CULVERT,6.0,A,23.3983234457142,90.8496770557142,
8402,Z1044,19.83,Box Culvert,bridge,POLAKHAL CULVERT,6.0,A,23.3917522608333,90.8526174913889,
8403,Z1044,20.331,Box Culvert,bridge,PALAKHAL CULVERT,4.5,A,23.3888608,90.8551111,
8404,Z1044,20.561,Box Culvert,bridge,DOYATI CULVERT,4.5,A,23.3876945539682,90.85678435,
8405,Z1044,20.92,Box Culvert,bridge,DOYATI CULVERT,3.0,A,23.3849302322259,90.8580868564784,
8406,Z1044,21.208,Box Culvert,bridge,DOYATI CULVERT,3.0,A,23.3828087791095,90.8584285376712,
8407,Z1044,21.911,RCC Girder Bridge,bridge,Doyati Bridge,24.8,B,23.3765584601973,90.85836508125,
8408,Z1044,22.739,Box Culvert,bridge,BASAYA CULVERT,12.25,A,23.3694803147982,90.860134115695,
8409,Z1044,23.664,RCC Girder Bridge,bridge,BACHAYA BRIDGE,6.1,C,23.3618790097142,90.86570602,
8410,Z1044,25.619,Box Culvert,bridge,GHURA CULVERT,3.0,A,23.3579284332365,90.8782488049346,
8411,Z1044,25.899,RCC Girder Bridge,bridge,Ghagra Bridge,7.25,C,23.3580219615952,90.8808479008862,
8412,Z1044,27.259,Box Culvert,bridge,AKIANA,6.0,B,23.3493321437999,90.8874804,
8413,Z1044,27.536,Box Culvert,bridge,AKARIA,6.0,A,23.3477316932,90.8894194,
8414,Z1044,27.784,RCC Girder Bridge,bridge,AKARIA,6.0,C,23.3461538384105,90.8908767456953,
8415,Z1044,28.414,Box Culvert,bridge,KUCHUA,4.5,A,23.3406004017167,90.8915330184549,
8416,Z1044,29.257,RCC Girder Bridge,bridge,PLASPUR BRIDGE,18.15,C,23.3353773606451,90.887183252258,
8417,Z1044,29.625,Box Culvert,bridge,KORYA CULVERT,3.0,A,23.3329920479569,90.8847649778494,
8418,Z1044,30.818,RCC Girder Bridge,bridge,Dumuria Bridge,21.93,A,23.3261865903225,90.8765781419354,
8419,Z1044,31.033,Box Culvert,bridge,KUACHANDPUR,3.0,A,23.3243243173864,90.8761125878183,
8420,Z1044,31.27,RCC Girder Bridge,bridge,Lilampara Bridge,24.7,A,23.3222756977851,90.8757261964562,
8421,Z1044,32.416,Box Culvert,bridge,DUMURIA BOX CULVERT,12.0,A,23.3119549731319,90.8752530476947,
8422,Z1044,33.132,Box Culvert,bridge,CALOCHO BOX CULVERT,6.0,A,23.3057850143835,90.8746132435616,
8423,Z1044,33.476,Box Culvert,bridge,CALACHOK BOX CULVERT,4.5,A,23.3029050746575,90.8736576775342,
8424,Z1044,33.669,Box Culvert,bridge,CALACHOK,3.0,A,23.3012892945205,90.8731215605479,
8425,Z1044,35.377,Box Culvert,bridge,PATARISH BOX CULVERT,9.6,A,23.2870235382,90.8686094,
8426,Z1044,36.713,Box Culvert,bridge,CALACHOK BOX CULVERT,3.0,A,23.2753408533066,90.8667501472946,
8427,Z1044,37.002,Box Culvert,bridge,KATHALI BOX CULVERT,6.0,A,23.2729902510638,90.8663166312056,
8428,Z1044,37.627,Box Culvert,bridge,KATHLIA SUBMARGE BOX CULVERT,1.5,A,23.2674930162679,90.8659208633971,
8429,Z1044,37.83,RCC Girder Bridge,bridge,Kathalia Bridge,24.83,C,23.2658771791469,90.8652988526066,
8430,Z1044,38.271,Box Culvert,bridge,KATHALIA CULVERT,3.0,A,23.2634673834542,90.8621291973875,
8431,Z1044,38.53,Box Culvert,bridge,kathalia sub box culvert,1.5,A,23.2622561355587,90.8599886319303,
8432,Z1044,38.698,PC Girder Bridge,bridge,BODORPUR BRIDGE,64.6,A,23.2614704612481,90.8586001570391,
8433,Z1044,39.444,Box Culvert,bridge,BODORPUR SUBMARGE,1.5,A,23.2573853038461,90.8531456384615,
8434,Z1044,39.882,Box Culvert,bridge,HOZIGANG BOX CULVERT,12.3,A,23.2548855669527,90.8497223175965,
8435,Z1044,40.356,sink,sink,sink,0.0,,23.2509444,90.8497497,
8436,Z1045,0.0,source,source,source,0.0,,23.221416,91.3137222,
8437,Z1045,2.685,Baily with Steel Deck,bridge,Pashim Phanispam Bridge,18.5,C,23.2185284109144,91.2885387035398,
8438,Z1045,6.427,Truss with Steel Deck,bridge,Pricot steel Bridge,42.5,C,23.2198500132478,91.2532962959401,
8439,Z1045,8.321,Box Culvert,bridge,DAGADDA (2 BOX CULVERT,5.1,A,23.2223721008174,91.2372427468664,
8440,Z1045,11.007,Box Culvert,bridge,KOKORTOLA CULVERT,6.0,B,23.2239293759999,91.21380334,
8441,Z1045,11.94,Slab Culvert,bridge,MUNSHIR COLUMI CULVERT,1.4,B,23.2233181660818,91.2059374508772,
8442,Z1045,19.242,Box Culvert,bridge,GYRIR DORA BOX CULVERT,3.0,C,23.2314946466898,91.1417610857142,
8443,Z1045,19.842,Baily with Steel Deck,bridge,KHADLA BAILY BRIDGE,12.1,C,23.2334706721649,91.1362705917525,
8444,Z1045,20.679,PC Girder Bridge,bridge,PURBO LACSHAM,5.4,C,23.236506832258,91.1289384032258,
8445,Z1045,20.925,Baily with Steel Deck,bridge,LAKSHAM BAILY BRIDGE,18.4,C,23.2378270475409,91.1274532983606,
8446,Z1045,21.317,sink,sink,sink,0.0,,23.2384163,91.1238327,
8447,Z1046,0.0,source,source,source,0.0,,23.3347219,91.2711382,
8448,Z1046,0.6,RCC Girder Bridge,bridge,.,2.4,D,23.3304438,91.2684716,
8449,Z1046,2.325,Slab Culvert,bridge,.,2.0,A,23.3200566770833,91.2622232501736,
8450,Z1046,2.465,RCC Girder Bridge,bridge,.,2.4,D,23.32014446875,91.2609066911458,
8451,Z1046,2.565,Slab Culvert,bridge,.,2.0,A,23.3202071770833,91.2599662918402,
8452,Z1046,2.795,Slab Culvert,bridge,.,2.0,A,23.3189011955555,91.2590401177777,
8453,Z1046,3.165,Slab Culvert,bridge,.,3.0,A,23.317884904,91.256697704,
8454,Z1046,3.77,Slab Culvert,bridge,.,2.0,A,23.318607516,91.2509332035,
8455,Z1046,4.165,Slab Culvert,bridge,.,2.5,A,23.319166,91.2471663,
8456,Z1046,4.365,Slab Culvert,bridge,.,2.0,A,23.3193769620253,91.2452675658227,
8457,Z1046,4.9,RCC Bridge,bridge,.,3.0,A,23.319941285443,91.2401884518987,
8458,Z1046,5.865,Slab Culvert,bridge,.,2.0,A,23.3188940275,91.2322863758333,
8459,Z1046,6.385,Slab Culvert,bridge,.,2.0,A,23.3190717629921,91.227284743307,
8460,Z1046,7.235,Slab Culvert,bridge,.,2.0,A,23.3161736551181,91.2207105787401,
8461,Z1046,7.715,Box Culvert,bridge,.,3.6,A,23.3146874787456,91.2164241104529,
8462,Z1046,8.965,Slab Culvert,bridge,.,2.0,A,23.3132008847826,91.2047193956521,
8463,Z1046,10.555,Slab Culvert,bridge,.,2.0,A,23.3060286311178,91.1928489353474,
8464,Z1046,10.675,Box Culvert,bridge,.,3.6,A,23.3052833984894,91.1920231468278,
8465,Z1046,11.665,RCC Girder Bridge,bridge,Katalia Bridge,23.2,A,23.2991521224438,91.1850750513715,
8466,Z1046,13.565,Box Culvert,bridge,.,2.4,A,23.2879664645621,91.1736925539714,
8467,Z1046,14.365,Box Culvert,bridge,.,2.4,A,23.2864016951289,91.1664083555874,
8468,Z1046,15.165,Box Culvert,bridge,.,2.4,A,23.2853180885542,91.1590142554217,
8469,Z1046,16.365,Box Culvert,bridge,.,3.1,A,23.2822071179624,91.1490325876675,
8470,Z1046,16.8,Slab Culvert,bridge,.,2.0,A,23.2823813216494,91.1448561876288,
8471,Z1046,19.438,sink,sink,sink,0.0,,23.2832216,91.1204438,
8472,Z1047,0.0,source,source,source,0.0,,23.28278143714289,91.12616449142864,
8473,Z1047,8.0,sink,sink,sink,0.0,,23.3106111,91.084333,
8474,Z1048,0.0,source,source,source,0.0,,23.2313049,91.1204716,
8475,Z1048,0.016,Box Culvert,bridge,.,5.3,A,23.2313920461538,91.1206202292307,
8476,Z1048,0.14,Slab Culvert,bridge,.,1.26,A,23.2318689692307,91.1218390538461,
8477,Z1048,0.39,Slab Culvert,bridge,.,1.0,A,23.2312477411764,91.1241567078431,
8478,Z1048,0.53,Baily with Steel Deck,bridge,.,15.3,C,23.2307830357142,91.1250488928571,
8479,Z1048,1.395,Box Culvert,bridge,.,3.57,A,23.2268277458015,91.1321983251908,
8480,Z1048,1.65,Box Culvert,bridge,.,2.0,A,23.2256382,91.1343886,
8481,Z1048,1.9,Box Culvert,bridge,.,3.6,A,23.2245072770642,91.1364334394495,
8482,Z1048,2.39,Box Culvert,bridge,.,2.0,A,23.2219021220809,91.1402144990751,
8483,Z1048,2.735,Box Culvert,bridge,.,7.76,A,23.2200629729479,91.1428734320231,
8484,Z1048,3.47,Box Culvert,bridge,.,2.0,A,23.2157989127134,91.1483746282732,
8485,Z1048,4.03,Box Culvert,bridge,.,1.9,A,23.2125858363636,91.1525769954545,
8486,Z1048,4.3,Box Culvert,bridge,.,1.97,A,23.2110556,91.1545556,
8487,Z1048,4.7,Box Culvert,bridge,.,1.93,A,23.2088333777777,91.1575733777777,
8488,Z1048,5.7,Box Culvert,bridge,.,5.17,A,23.2033481560819,91.1652005099872,
8489,Z1048,6.7,Box Culvert,bridge,.,2.0,A,23.1978694231884,91.1728855949275,
8490,Z1048,7.5,Box Culvert,bridge,.,2.05,A,23.1928607806451,91.1800638258064,
8491,Z1048,8.19,Box Culvert,bridge,.,2.0,A,23.1899325873385,91.1844657387596,
8492,Z1048,8.55,Box Culvert,bridge,.,1.85,A,23.1885113780361,91.1866879713178,
8493,Z1048,8.95,Box Culvert,bridge,.,1.96,A,23.185788572,91.189086332,
8494,Z1048,10.19,Baily with Steel Deck,bridge,.,15.3,A,23.1783075476377,91.1979869503937,
8495,Z1048,10.195,Baily with Steel Deck,bridge,Gogor Bridge,15.25,C,23.1782670840551,91.1979973401574,
8496,Z1048,10.7,Box Culvert,bridge,.,2.0,A,23.1741517842482,91.1990005367541,
8497,Z1048,11.1,Box Culvert,bridge,.,2.0,A,23.1706026153191,91.1993313221276,
8498,Z1048,11.34,Box Culvert,bridge,.,5.3,A,23.1686271793991,91.1995666390558,
8499,Z1048,12.05,Box Culvert,bridge,.,1.96,A,23.1647259116541,91.2011384413533,
8500,Z1048,12.8,Box Culvert,bridge,.,1.97,A,23.1585547078277,91.2028862904109,
8501,Z1048,13.5,Box Culvert,bridge,.,2.0,A,23.1524160780711,91.2029452113662,
8502,Z1048,14.85,Box Culvert,bridge,.,2.0,A,23.1459608604089,91.2097276516728,
8503,Z1048,15.5,Box Culvert,bridge,.,1.8,A,23.1402273966735,91.2106474835758,
8504,Z1048,15.9,Slab Culvert,bridge,.,2.3,A,23.1366699746361,91.2116177122661,
8505,Z1048,16.025,Box Culvert,bridge,.,2.0,A,23.1356313480314,91.2119068566929,
8506,Z1048,16.84,Box Culvert,bridge,.,2.0,A,23.1287743929657,91.2140195326996,
8507,Z1048,17.9,Box Culvert,bridge,.,2.0,A,23.1273838046822,91.2224987837792,
8508,Z1048,19.85,Box Culvert,bridge,.,2.0,A,23.1250376417475,91.2361741601941,
8509,Z1048,20.29,Box Culvert,bridge,.,2.92,A,23.123454003139,91.2390383663677,
8510,Z1048,20.65,Box Culvert,bridge,.,2.0,A,23.1223281666666,91.2420019086207,
8511,Z1048,20.9,Box Culvert,bridge,.,4.67,A,23.1218202120481,91.2443399188755,
8512,Z1048,22.84,Box Culvert,bridge,.,6.84,A,23.1258885806451,91.2606687838709,
8513,Z1048,23.975,PC Girder Bridge,bridge,Shilpara Montoli Bridge,120.7,C,23.1297236075,91.2701194725,
8514,Z1048,24.235,Box Culvert,bridge,.,1.95,C,23.1311361894409,91.2717253447205,
8515,Z1048,24.345,Box Culvert,bridge,.,2.0,A,23.1313519835365,91.2727053103658,
8516,Z1048,25.57,Box Culvert,bridge,.,2.0,A,23.1331696133689,91.2831843704812,
8517,Z1048,26.035,Box Culvert,bridge,.,2.0,A,23.136082683812,91.2863471877284,
