,road,km,type,model_type,name,length,condition,lat,lon,intersec_to
296,N1,304.217,PC Girder Bridge,bridge,Khasmahal Bridge,58.5,A,21.9922334387096,92.0863582073732,
297,N1,304.449,Box Culvert,bridge,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,21.990280244375,92.08568596625,
298,N1,304.857,RCC Girder Bridge,bridge,Adunagar Bridge,22.0,B,21.9870408741379,92.0839943655172,
299,N1,305.527,RCC Girder Bridge,bridge,Hatirpul Bridge,22.4,B,21.9819040437735,92.080773326415,
300,N1,305.794,Box Culvert,bridge,HATIAR PULL BOX CULVERT,18.7,A,21.9804623633858,92.0788716271653,
301,N1,306.139,Box Culvert,bridge,SHIX DAR PARA BOX CULVERT,3.5,A,21.979298574269,92.0758492263157,
302,N1,307.229,Box Culvert,bridge,MUSKAMPANI PARA BOX CULVERT,2.5,A,21.9738684029498,92.0683204789577,
303,N1,307.981,Box Culvert,bridge,AODU NAGOR (2 BOX CULVERT,1.5,A,21.9689581196808,92.0641501117021,
304,N1,308.652,RCC Girder Bridge,bridge,Rataykul Bridge,22.4,A,21.9622138572549,92.0633168764705,
305,N1,309.038,Box Culvert,bridge,BONPUKR PARA BOX CULVERT,8.2,A,21.9592401112903,92.0652791298387,
306,N1,309.355,Box Culvert,bridge,BON PUKUL PARA BOX CULVERT,3.0,A,21.9580321636363,92.0663932818182,
307,N1,309.971,RCC Girder Bridge,bridge,Santi Bridge,22.3,B,21.9520795406909,92.0678138084453,
308,N1,310.723,Box Culvert,bridge,SANTI BOX CULVERT,1.4,A,21.9453993720173,92.0669286609544,
309,N1,311.886,Box Culvert,bridge,BRICK FIELD BOX CULVERT,4.5,A,21.9360290154471,92.0625427235772,
310,N1,312.138,Box Culvert,bridge,BACK FILD BOX CULVERT,9.3,A,21.9339454415019,92.0616661541501,
311,N1,312.354,Box Culvert,bridge,AZIZNAGOR FOREST BOX CULVERT,4.5,A,21.9323086726114,92.0608009579617,
312,N1,312.609,Box Culvert,bridge,AZIZ NOGOR FOREST BOX CULVERT,4.7,A,21.93038125,92.0596840375,
313,N1,313.947,Box Culvert,bridge,AZIZNAGOR BOX CULVERT,2.0,A,21.9179119605128,92.0597362988034,
314,N1,314.144,Box Culvert,bridge,AZIZ NOGAR BOX CULVERT,3.0,A,21.9167591663366,92.0599899313531,
315,N1,314.502,Box Culvert,bridge,AZIZ NAGOR 1,4.0,A,21.9140727206278,92.0605472089686,
316,N1,315.009,Box Culvert,bridge,AZIZ NAGOR 2,9.2,A,21.909622912133,92.0605661266144,
317,N1,317.001,Box Culvert,bridge,HARBHANG CHOR,13.64,A,21.8910236519337,92.0597010756906,
318,N1,318.11,Box Culvert,bridge,GHOIL MARA BOX CULVERT,9.3,A,21.8812215213685,92.0590015447779,
319,N1,318.796,Box Culvert,bridge,HARBANG,3.0,A,21.8751197401574,92.0591098413385,
320,N1,320.189,Box Culvert,bridge,HARBANG,3.0,A,21.8628351415656,92.0594848712238,
321,N1,320.513,PC Girder Bridge,bridge,Harbang Chora Bridge,56.2,C,21.8599725797297,92.0601907085585,
322,N1,321.305,Box Culvert,bridge,ALIPUR BOX CULVERT,14.3,A,21.8529287900552,92.0609576198894,
323,N1,321.536,Box Culvert,bridge,HARBANG,2.1,A,21.8508595323144,92.0609491344978,
324,N1,322.5,Box Culvert,bridge,HAR BAG BOX CULVERT,4.5,A,21.8429700741784,92.0635984638497,
325,N1,322.823,Box Culvert,bridge,HAR BAG BOX CULVERT,3.0,A,21.8403935683229,92.0649325472049,
326,N1,323.619,Box Culvert,bridge,ATKOTA,15.8,A,21.8341033152866,92.0682735910828,
327,N1,324.331,Box Culvert,bridge,AKOTA BAZAR BOX CULVERT,7.3,A,21.8280258214285,92.0713035547619,
328,N1,324.607,RCC Girder Bridge,bridge,Bodoitola Bridge,45.0,C,21.8257831806122,92.0723466282313,
329,N1,325.153,Box Culvert,bridge,BODAITALI BOX CULVERT,12.4,A,21.8211428750483,92.0740201388781,
330,N1,325.49,Box Culvert,bridge,BODOITOLI BOX CULVERT,14.0,A,21.8181692602209,92.0739442353591,
331,N1,327.312,Box Culvert,bridge,BANIYAR CHORA,14.0,A,21.8034238025641,92.0772322128205,
332,N1,329.084,Box Culvert,bridge,NOL BELA-1 BOX CULVERT,20.6,A,21.787854008387,92.0788540064516,
